,0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1761,1762,1762,26/09/2005 00:00,Casa,Venta,Girona,191.0,1514057.0,20/09/2006 00:00,Luisa
1762,1763,1763,27/09/2005 00:00,Local,Alquiler,Girona,78.0,678132.0,23/04/2006 00:00,María
1763,1764,1764,27/09/2005 00:00,Piso,Alquiler,Barcelona,187.0,911064.0,24/02/2006 00:00,María
1764,1765,1765,29/09/2005 00:00,Industrial,Alquiler,Barcelona,121.0,490897.0,27/09/2006 00:00,María
1765,1766,1766,29/09/2005 00:00,Oficina,Venta,Barcelona,231.0,2299374.0,15/05/2006 00:00,Jesús
1766,1767,1767,29/09/2005 00:00,Parking,Venta,Lleida,82.0,764240.0,15/01/2006 00:00,Pedro
1767,1768,1768,30/09/2005 00:00,Suelo,Alquiler,Barcelona,79.0,409378.0,15/08/2006 00:00,Luisa
1768,1769,1769,01/10/2005 00:00,Oficina,Venta,Tarragona,134.0,549668.0,10/08/2006 00:00,Pedro
1769,1770,1770,01/10/2005 00:00,Piso,Venta,Barcelona,164.0,878712.0,21/01/2006 00:00,María
1770,1771,1771,01/10/2005 00:00,Local,Alquiler,Tarragona,285.0,1779825.0,28/02/2006 00:00,María
1771,1772,1772,01/10/2005 00:00,Industrial,Alquiler,Lleida,148.0,644688.0,22/05/2006 00:00,Jesús
1772,1773,1773,01/10/2005 00:00,Casa,Venta,Barcelona,132.0,850476.0,20/05/2006 00:00,Jesús
1773,1774,1774,01/10/2005 00:00,Casa,Venta,Lleida,193.0,1033515.0,30/12/2005 00:00,Pedro
1774,1775,1775,01/10/2005 00:00,Local,Venta,Girona,53.0,446313.0,16/08/2006 00:00,Pedro
1775,1776,1776,01/10/2005 00:00,Parking,Venta,Tarragona,229.0,2215117.0,01/08/2006 00:00,Jesús
1776,1777,1777,02/10/2005 00:00,Local,Venta,Girona,279.0,1512738.0,08/07/2006 00:00,Luisa
1777,1778,1778,02/10/2005 00:00,Local,Alquiler,Barcelona,204.0,1929228.0,14/05/2006 00:00,Pedro
1778,1779,1779,02/10/2005 00:00,Suelo,Alquiler,Barcelona,68.0,613496.0,18/01/2006 00:00,Jesús
1779,1780,1780,02/10/2005 00:00,Casa,Venta,Barcelona,180.0,979560.0,09/06/2006 00:00,María
1780,1781,1781,02/10/2005 00:00,Casa,Venta,Barcelona,55.0,264385.0,27/07/2006 00:00,Joaquín
1781,1782,1782,02/10/2005 00:00,Casa,Alquiler,Barcelona,258.0,1146552.0,26/07/2006 00:00,Luisa
1782,1783,1783,03/10/2005 00:00,Piso,Venta,Lleida,300.0,1506300.0,24/04/2006 00:00,Pedro
1783,1784,1784,03/10/2005 00:00,Parking,Alquiler,Girona,85.0,809115.0,25/05/2006 00:00,María
1784,1785,1785,03/10/2005 00:00,Oficina,Venta,Tarragona,61.0,257725.0,27/02/2006 00:00,Jesús
1785,1786,1786,03/10/2005 00:00,Casa,Venta,Lleida,82.0,359406.0,28/09/2006 00:00,Pedro
1786,1787,1787,03/10/2005 00:00,Parking,Venta,Tarragona,299.0,2669472.0,10/06/2006 00:00,Joaquín
1787,1788,1788,03/10/2005 00:00,Parking,Venta,Girona,85.0,658835.0,14/07/2006 00:00,Luisa
1788,1789,1789,04/10/2005 00:00,Oficina,Alquiler,Girona,85.0,749275.0,05/01/2006 00:00,María
1789,1790,1790,04/10/2005 00:00,Local,Venta,Girona,238.0,2184364.0,11/08/2006 00:00,Luisa
1790,1791,1791,04/10/2005 00:00,Oficina,Alquiler,Girona,228.0,1747392.0,24/05/2006 00:00,Carmen
1791,1792,1792,05/10/2005 00:00,Local,Venta,Barcelona,106.0,804540.0,02/10/2006 00:00,Pedro
1792,1793,1793,05/10/2005 00:00,Casa,Alquiler,Barcelona,274.0,1753052.0,28/02/2006 00:00,Joaquín
1793,1794,1794,05/10/2005 00:00,Local,Alquiler,Girona,118.0,970314.0,15/02/2006 00:00,Luisa
1794,1795,1795,05/10/2005 00:00,Oficina,Venta,Barcelona,224.0,1420160.0,03/05/2006 00:00,Jesús
1795,1796,1796,06/10/2005 00:00,Casa,Alquiler,Girona,208.0,1811680.0,31/05/2006 00:00,Jesús
1796,1797,1797,06/10/2005 00:00,Suelo,Alquiler,Lleida,132.0,882420.0,06/10/2006 00:00,Carmen
1797,1798,1798,06/10/2005 00:00,Local,Alquiler,Barcelona,211.0,1522998.0,02/06/2006 00:00,Luisa
1798,1799,1799,06/10/2005 00:00,Oficina,Alquiler,Lleida,289.0,2249576.0,18/06/2006 00:00,Carmen
1799,1800,1800,06/10/2005 00:00,Industrial,Venta,Lleida,160.0,1319520.0,02/08/2006 00:00,Jesús
1800,1801,1801,06/10/2005 00:00,Piso,Venta,Tarragona,127.0,1204722.0,29/07/2006 00:00,Joaquín
1801,1802,1802,07/10/2005 00:00,Oficina,Venta,Barcelona,158.0,909606.0,19/06/2006 00:00,Carmen
1802,1803,1803,07/10/2005 00:00,Casa,Venta,Lleida,253.0,2378453.0,10/09/2006 00:00,Luisa
1803,1804,1804,07/10/2005 00:00,Suelo,Venta,Barcelona,116.0,857936.0,23/01/2006 00:00,Luisa
1804,1805,1805,07/10/2005 00:00,Suelo,Venta,Barcelona,242.0,1963104.0,19/07/2006 00:00,Pedro
1805,1806,1806,08/10/2005 00:00,Industrial,Venta,Tarragona,264.0,1133352.0,02/02/2006 00:00,Pedro
1806,1807,1807,09/10/2005 00:00,Local,Alquiler,Girona,211.0,1244056.0,01/09/2006 00:00,María
1807,1808,1808,09/10/2005 00:00,Local,Venta,Lleida,129.0,735945.0,08/06/2006 00:00,Joaquín
1808,1809,1809,11/10/2005 00:00,Local,Alquiler,Girona,151.0,1382707.0,07/05/2006 00:00,María
1809,1810,1810,11/10/2005 00:00,Industrial,Venta,Barcelona,64.0,480384.0,15/05/2006 00:00,Carmen
1810,1811,1811,12/10/2005 00:00,Oficina,Venta,Lleida,215.0,1473180.0,12/05/2006 00:00,Pedro
1811,1812,1812,12/10/2005 00:00,Oficina,Venta,Barcelona,124.0,945624.0,22/05/2006 00:00,Joaquín
1812,1813,1813,12/10/2005 00:00,Local,Alquiler,Girona,246.0,2010312.0,21/02/2006 00:00,María
1813,1814,1814,12/10/2005 00:00,Local,Alquiler,Barcelona,56.0,346192.0,18/04/2006 00:00,María
1814,1815,1815,12/10/2005 00:00,Local,Alquiler,Girona,72.0,686232.0,12/09/2006 00:00,Luisa
1815,1816,1816,12/10/2005 00:00,Industrial,Venta,Tarragona,120.0,1050000.0,05/02/2006 00:00,Pedro
1816,1817,1817,13/10/2005 00:00,Industrial,Venta,Girona,76.0,368676.0,29/09/2006 00:00,Luisa
1817,1818,1818,13/10/2005 00:00,Local,Venta,Lleida,255.0,2063460.0,25/05/2006 00:00,Luisa
1818,1819,1819,13/10/2005 00:00,Casa,Venta,Lleida,245.0,1605730.0,20/06/2006 00:00,Pedro
1819,1820,1820,14/10/2005 00:00,Industrial,Venta,Lleida,122.0,497272.0,16/08/2006 00:00,Luisa
1820,1821,1821,14/10/2005 00:00,Casa,Alquiler,Girona,207.0,1556226.0,21/06/2006 00:00,Carmen
1821,1822,1822,15/10/2005 00:00,Casa,Venta,Girona,84.0,437640.0,09/02/2006 00:00,María
1822,1823,1823,15/10/2005 00:00,Parking,Alquiler,Barcelona,271.0,2334123.0,02/08/2006 00:00,Joaquín
1823,1824,1824,15/10/2005 00:00,Local,Alquiler,Lleida,257.0,2136184.0,18/04/2006 00:00,Jesús
1824,1825,1825,15/10/2005 00:00,Piso,Venta,Girona,262.0,2390750.0,11/03/2006 00:00,Pedro
1825,1826,1826,16/10/2005 00:00,Suelo,Venta,Barcelona,228.0,994536.0,27/03/2006 00:00,Joaquín
1826,1827,1827,16/10/2005 00:00,Oficina,Venta,Girona,145.0,1169860.0,06/05/2006 00:00,Joaquín
1827,1828,1828,16/10/2005 00:00,Local,Venta,Barcelona,214.0,1687604.0,22/01/2006 00:00,Luisa
1828,1829,1829,17/10/2005 00:00,Industrial,Alquiler,Lleida,159.0,724563.0,27/08/2006 00:00,Jesús
1829,1830,1830,17/10/2005 00:00,Oficina,Venta,Lleida,202.0,1867692.0,06/03/2006 00:00,Jesús
1830,1831,1831,17/10/2005 00:00,Oficina,Venta,Tarragona,156.0,991224.0,30/05/2006 00:00,Carmen
1831,1832,1832,18/10/2005 00:00,Piso,Alquiler,Lleida,211.0,1284568.0,26/08/2006 00:00,Carmen
1832,1833,1833,18/10/2005 00:00,Piso,Alquiler,Lleida,71.0,388583.0,18/01/2006 00:00,Jesús
1833,1834,1834,18/10/2005 00:00,Casa,Alquiler,Girona,157.0,1182053.0,09/04/2006 00:00,Joaquín
1834,1835,1835,19/10/2005 00:00,Oficina,Venta,Tarragona,70.0,511840.0,20/03/2006 00:00,María
1835,1836,1836,20/10/2005 00:00,Parking,Alquiler,Barcelona,133.0,745864.0,01/06/2006 00:00,María
1836,1837,1837,20/10/2005 00:00,Parking,Alquiler,Lleida,46.0,237176.0,08/08/2006 00:00,María
1837,1838,1838,20/10/2005 00:00,Suelo,Alquiler,Tarragona,214.0,1642664.0,29/08/2006 00:00,Luisa
1838,1839,1839,21/10/2005 00:00,Casa,Alquiler,Girona,258.0,2475510.0,28/06/2006 00:00,Jesús
1839,1840,1840,22/10/2005 00:00,Suelo,Alquiler,Barcelona,276.0,1544496.0,12/05/2006 00:00,Carmen
1840,1841,1841,22/10/2005 00:00,Local,Alquiler,Tarragona,49.0,452417.0,19/06/2006 00:00,Luisa
1841,1842,1842,22/10/2005 00:00,Industrial,Venta,Lleida,254.0,2299208.0,05/09/2006 00:00,Pedro
1842,1843,1843,22/10/2005 00:00,Industrial,Alquiler,Tarragona,98.0,955500.0,10/07/2006 00:00,Luisa
1843,1844,1844,23/10/2005 00:00,Parking,Alquiler,Tarragona,107.0,658157.0,16/03/2006 00:00,Pedro
1844,1845,1845,25/10/2005 00:00,Suelo,Alquiler,Tarragona,158.0,938836.0,05/09/2006 00:00,Jesús
1845,1846,1846,26/10/2005 00:00,Local,Alquiler,Lleida,205.0,1597360.0,15/10/2006 00:00,Carmen
1846,1847,1847,27/10/2005 00:00,Oficina,Alquiler,Tarragona,182.0,1499134.0,07/09/2006 00:00,Joaquín
1847,1848,1848,27/10/2005 00:00,Oficina,Venta,Girona,266.0,1327606.0,02/05/2006 00:00,María
1848,1849,1849,28/10/2005 00:00,Casa,Venta,Girona,160.0,781120.0,10/04/2006 00:00,Pedro
1849,1850,1850,28/10/2005 00:00,Parking,Alquiler,Barcelona,218.0,991900.0,28/05/2006 00:00,Jesús
1850,1851,1851,28/10/2005 00:00,Parking,Venta,Tarragona,162.0,957582.0,24/03/2006 00:00,Joaquín
1851,1852,1852,28/10/2005 00:00,Piso,Alquiler,Girona,164.0,1421060.0,28/10/2006 00:00,Luisa
1852,1853,1853,28/10/2005 00:00,Industrial,Alquiler,Barcelona,224.0,1422624.0,12/03/2006 00:00,Luisa
1853,1854,1854,28/10/2005 00:00,Suelo,Venta,Barcelona,249.0,1878954.0,28/10/2006 00:00,Luisa
1854,1855,1855,29/10/2005 00:00,Casa,Venta,Girona,160.0,1263040.0,08/02/2006 00:00,Jesús
1855,1856,1856,29/10/2005 00:00,Casa,Venta,Girona,284.0,2467960.0,25/04/2006 00:00,Pedro
1856,1857,1857,30/10/2005 00:00,Local,Venta,Lleida,254.0,2394204.0,19/08/2006 00:00,María
1857,1858,1858,30/10/2005 00:00,Parking,Alquiler,Lleida,103.0,536733.0,28/10/2006 00:00,María
1858,1859,1859,31/10/2005 00:00,Casa,Alquiler,Girona,216.0,1883088.0,18/10/2006 00:00,Pedro
1859,1860,1860,01/11/2005 00:00,Oficina,Alquiler,Girona,213.0,2083779.0,23/04/2006 00:00,María
1860,1861,1861,02/11/2005 00:00,Suelo,Venta,Lleida,228.0,1944840.0,10/10/2006 00:00,María
1861,1862,1862,02/11/2005 00:00,Parking,Venta,Barcelona,249.0,2221329.0,12/05/2006 00:00,Pedro
1862,1863,1863,02/11/2005 00:00,Suelo,Venta,Tarragona,82.0,417872.0,23/03/2006 00:00,Luisa
1863,1864,1864,02/11/2005 00:00,Oficina,Alquiler,Girona,67.0,304113.0,29/06/2006 00:00,Joaquín
1864,1865,1865,03/11/2005 00:00,Casa,Venta,Lleida,71.0,299407.0,05/04/2006 00:00,María
1865,1866,1866,03/11/2005 00:00,Suelo,Venta,Lleida,70.0,540890.0,12/06/2006 00:00,Jesús
1866,1867,1867,03/11/2005 00:00,Parking,Venta,Tarragona,111.0,514596.0,27/05/2006 00:00,Luisa
1867,1868,1868,04/11/2005 00:00,Suelo,Venta,Girona,69.0,667299.0,25/10/2006 00:00,Luisa
1868,1869,1869,04/11/2005 00:00,Piso,Venta,Girona,259.0,1074332.0,09/02/2006 00:00,Joaquín
1869,1870,1870,04/11/2005 00:00,Suelo,Venta,Girona,191.0,1895293.0,21/07/2006 00:00,María
1870,1871,1871,05/11/2005 00:00,Oficina,Venta,Girona,119.0,523481.0,29/10/2006 00:00,Luisa
1871,1872,1872,05/11/2005 00:00,Industrial,Alquiler,Girona,233.0,1644747.0,05/05/2006 00:00,Carmen
1872,1873,1873,05/11/2005 00:00,Parking,Alquiler,Tarragona,122.0,1162172.0,26/02/2006 00:00,Luisa
1873,1874,1874,07/11/2005 00:00,Piso,Venta,Lleida,128.0,706560.0,16/04/2006 00:00,Carmen
1874,1875,1875,07/11/2005 00:00,Oficina,Venta,Lleida,93.0,589155.0,22/04/2006 00:00,Carmen
1875,1876,1876,08/11/2005 00:00,Local,Alquiler,Lleida,191.0,1370998.0,07/09/2006 00:00,Joaquín
1876,1877,1877,08/11/2005 00:00,Oficina,Venta,Tarragona,171.0,1093887.0,09/04/2006 00:00,Pedro
1877,1878,1878,08/11/2005 00:00,Local,Venta,Girona,170.0,974610.0,18/08/2006 00:00,María
1878,1879,1879,08/11/2005 00:00,Piso,Venta,Tarragona,59.0,265913.0,13/05/2006 00:00,Luisa
1879,1880,1880,08/11/2005 00:00,Oficina,Alquiler,Girona,153.0,912798.0,31/05/2006 00:00,Jesús
1880,1881,1881,09/11/2005 00:00,Piso,Alquiler,Tarragona,157.0,1174203.0,09/04/2006 00:00,Pedro
1881,1882,1882,09/11/2005 00:00,Suelo,Alquiler,Lleida,186.0,1713990.0,28/08/2006 00:00,María
1882,1883,1883,09/11/2005 00:00,Parking,Alquiler,Girona,156.0,1508988.0,18/09/2006 00:00,Jesús
1883,1884,1884,10/11/2005 00:00,Local,Alquiler,Barcelona,246.0,2216214.0,17/04/2006 00:00,María
1884,1885,1885,12/11/2005 00:00,Suelo,Venta,Tarragona,225.0,1300500.0,24/07/2006 00:00,Carmen
1885,1886,1886,12/11/2005 00:00,Oficina,Alquiler,Girona,273.0,2333058.0,05/03/2006 00:00,Joaquín
1886,1887,1887,13/11/2005 00:00,Parking,Venta,Barcelona,156.0,692484.0,19/02/2006 00:00,Pedro
1887,1888,1888,13/11/2005 00:00,Suelo,Venta,Tarragona,68.0,392972.0,27/07/2006 00:00,Pedro
1888,1889,1889,13/11/2005 00:00,Piso,Alquiler,Lleida,74.0,341584.0,16/04/2006 00:00,Luisa
1889,1890,1890,13/11/2005 00:00,Oficina,Venta,Tarragona,251.0,2070750.0,03/09/2006 00:00,Carmen
1890,1891,1891,13/11/2005 00:00,Local,Alquiler,Barcelona,89.0,499735.0,19/08/2006 00:00,María
1891,1892,1892,13/11/2005 00:00,Industrial,Venta,Tarragona,154.0,1380764.0,04/05/2006 00:00,Carmen
1892,1893,1893,13/11/2005 00:00,Oficina,Alquiler,Barcelona,70.0,526680.0,17/02/2006 00:00,Joaquín
1893,1894,1894,14/11/2005 00:00,Parking,Venta,Girona,46.0,426880.0,16/05/2006 00:00,Luisa
1894,1895,1895,14/11/2005 00:00,Suelo,Venta,Lleida,280.0,1720320.0,05/04/2006 00:00,María
1895,1896,1896,14/11/2005 00:00,Oficina,Venta,Lleida,191.0,804683.0,14/02/2006 00:00,María
1896,1897,1897,15/11/2005 00:00,Oficina,Alquiler,Barcelona,62.0,421290.0,21/05/2006 00:00,Joaquín
1897,1898,1898,16/11/2005 00:00,Suelo,Alquiler,Lleida,163.0,1179957.0,06/06/2006 00:00,María
1898,1899,1899,16/11/2005 00:00,Industrial,Alquiler,Barcelona,114.0,878940.0,18/10/2006 00:00,Luisa
1899,1900,1900,16/11/2005 00:00,Local,Venta,Tarragona,277.0,1116587.0,01/10/2006 00:00,Carmen
1900,1901,1901,17/11/2005 00:00,Piso,Alquiler,Tarragona,161.0,917378.0,04/05/2006 00:00,Carmen
1901,1902,1902,17/11/2005 00:00,Casa,Alquiler,Lleida,65.0,431275.0,16/08/2006 00:00,Luisa
1902,1903,1903,19/11/2005 00:00,Parking,Venta,Barcelona,145.0,1213505.0,05/11/2006 00:00,Pedro
1903,1904,1904,19/11/2005 00:00,Oficina,Venta,Tarragona,220.0,1601600.0,05/05/2006 00:00,Luisa
1904,1905,1905,19/11/2005 00:00,Local,Alquiler,Lleida,87.0,756900.0,26/05/2006 00:00,Carmen
1905,1906,1906,20/11/2005 00:00,Local,Alquiler,Tarragona,90.0,416430.0,01/11/2006 00:00,Jesús
1906,1907,1907,20/11/2005 00:00,Suelo,Venta,Tarragona,106.0,501380.0,16/10/2006 00:00,Jesús
1907,1908,1908,21/11/2005 00:00,Parking,Venta,Lleida,51.0,472668.0,04/04/2006 00:00,María
1908,1909,1909,21/11/2005 00:00,Parking,Alquiler,Tarragona,119.0,508606.0,17/08/2006 00:00,Carmen
1909,1910,1910,21/11/2005 00:00,Suelo,Alquiler,Tarragona,185.0,1179190.0,14/03/2006 00:00,Luisa
1910,1911,1911,21/11/2005 00:00,Casa,Alquiler,Barcelona,113.0,1059827.0,21/10/2006 00:00,Joaquín
1911,1912,1912,22/11/2005 00:00,Industrial,Venta,Girona,95.0,783370.0,04/09/2006 00:00,Jesús
1912,1913,1913,22/11/2005 00:00,Industrial,Alquiler,Tarragona,287.0,1926344.0,18/06/2006 00:00,María
1913,1914,1914,22/11/2005 00:00,Local,Alquiler,Lleida,161.0,914641.0,11/04/2006 00:00,Joaquín
1914,1915,1915,22/11/2005 00:00,Industrial,Alquiler,Lleida,177.0,1736901.0,24/10/2006 00:00,María
1915,1916,1916,22/11/2005 00:00,Oficina,Venta,Lleida,263.0,2323868.0,25/05/2006 00:00,Pedro
1916,1917,1917,23/11/2005 00:00,Local,Venta,Tarragona,58.0,426010.0,09/03/2006 00:00,Joaquín
1917,1918,1918,23/11/2005 00:00,Parking,Venta,Girona,45.0,301815.0,19/10/2006 00:00,Joaquín
1918,1919,1919,23/11/2005 00:00,Oficina,Alquiler,Tarragona,44.0,363968.0,02/09/2006 00:00,Carmen
1919,1920,1920,23/11/2005 00:00,Suelo,Venta,Girona,243.0,2347137.0,19/07/2006 00:00,María
1920,1921,1921,24/11/2005 00:00,Oficina,Venta,Girona,87.0,655893.0,09/03/2006 00:00,Jesús
1921,1922,1922,24/11/2005 00:00,Casa,Venta,Tarragona,223.0,1360523.0,02/03/2006 00:00,Jesús
1922,1923,1923,24/11/2005 00:00,Suelo,Alquiler,Tarragona,287.0,1276289.0,19/04/2006 00:00,María
1923,1924,1924,25/11/2005 00:00,Parking,Alquiler,Tarragona,295.0,2613405.0,23/11/2006 00:00,Carmen
1924,1925,1925,25/11/2005 00:00,Industrial,Alquiler,Barcelona,276.0,1817736.0,14/09/2006 00:00,Joaquín
1925,1926,1926,25/11/2005 00:00,Suelo,Alquiler,Girona,103.0,557127.0,08/05/2006 00:00,Carmen
1926,1927,1927,26/11/2005 00:00,Parking,Alquiler,Girona,46.0,187680.0,13/11/2006 00:00,Luisa
1927,1928,1928,26/11/2005 00:00,Piso,Alquiler,Tarragona,179.0,1674903.0,30/04/2006 00:00,Jesús
1928,1929,1929,26/11/2005 00:00,Piso,Alquiler,Girona,96.0,854496.0,28/03/2006 00:00,Pedro
1929,1930,1930,26/11/2005 00:00,Industrial,Alquiler,Tarragona,276.0,1539252.0,20/09/2006 00:00,Pedro
1930,1931,1931,27/11/2005 00:00,Casa,Alquiler,Tarragona,288.0,1228320.0,23/09/2006 00:00,Jesús
1931,1932,1932,27/11/2005 00:00,Local,Venta,Girona,88.0,795696.0,24/05/2006 00:00,María
1932,1933,1933,27/11/2005 00:00,Industrial,Alquiler,Barcelona,180.0,1688040.0,07/07/2006 00:00,Luisa
1933,1934,1934,28/11/2005 00:00,Industrial,Alquiler,Tarragona,105.0,1021230.0,17/09/2006 00:00,Carmen
1934,1935,1935,28/11/2005 00:00,Industrial,Alquiler,Tarragona,80.0,405280.0,29/03/2006 00:00,Carmen
1935,1936,1936,28/11/2005 00:00,Piso,Venta,Barcelona,249.0,1780350.0,14/03/2006 00:00,Luisa
1936,1937,1937,28/11/2005 00:00,Suelo,Venta,Girona,188.0,1265992.0,21/10/2006 00:00,Luisa
1937,1938,1938,29/11/2005 00:00,Local,Venta,Tarragona,154.0,783860.0,10/05/2006 00:00,Carmen
1938,1939,1939,29/11/2005 00:00,Industrial,Alquiler,Girona,137.0,693631.0,21/07/2006 00:00,Carmen
1939,1940,1940,30/11/2005 00:00,Industrial,Venta,Girona,102.0,941154.0,11/08/2006 00:00,Pedro
1940,1941,1941,30/11/2005 00:00,Casa,Venta,Lleida,172.0,1701080.0,06/10/2006 00:00,María
1941,1942,1942,30/11/2005 00:00,Oficina,Alquiler,Girona,113.0,747947.0,09/06/2006 00:00,Pedro
1942,1943,1943,01/12/2005 00:00,Oficina,Venta,Lleida,289.0,1406563.0,10/08/2006 00:00,Jesús
1943,1944,1944,01/12/2005 00:00,Local,Alquiler,Girona,210.0,1527120.0,17/06/2006 00:00,Jesús
1944,1945,1945,03/12/2005 00:00,Local,Venta,Lleida,264.0,1545720.0,09/06/2006 00:00,Luisa
1945,1946,1946,03/12/2005 00:00,Piso,Alquiler,Barcelona,264.0,2147112.0,10/05/2006 00:00,Joaquín
1946,1947,1947,03/12/2005 00:00,Piso,Alquiler,Lleida,176.0,1189936.0,12/08/2006 00:00,Carmen
1947,1948,1948,04/12/2005 00:00,Casa,Alquiler,Barcelona,176.0,1685904.0,29/07/2006 00:00,Pedro
1948,1949,1949,05/12/2005 00:00,Piso,Venta,Barcelona,85.0,693515.0,31/03/2006 00:00,Luisa
1949,1950,1950,05/12/2005 00:00,Industrial,Venta,Barcelona,67.0,324213.0,10/04/2006 00:00,Luisa
1950,1951,1951,05/12/2005 00:00,Industrial,Alquiler,Girona,162.0,753786.0,26/09/2006 00:00,Jesús
1951,1952,1952,06/12/2005 00:00,Casa,Alquiler,Lleida,162.0,1341684.0,09/11/2006 00:00,María
1952,1953,1953,06/12/2005 00:00,Parking,Alquiler,Girona,250.0,2103000.0,13/09/2006 00:00,Jesús
1953,1954,1954,06/12/2005 00:00,Industrial,Venta,Lleida,264.0,1346136.0,25/10/2006 00:00,Joaquín
1954,1955,1955,07/12/2005 00:00,Casa,Venta,Barcelona,150.0,753900.0,30/03/2006 00:00,María
1955,1956,1956,07/12/2005 00:00,Industrial,Venta,Girona,202.0,1028382.0,07/05/2006 00:00,Pedro
1956,1957,1957,08/12/2005 00:00,Oficina,Alquiler,Barcelona,293.0,2868470.0,18/03/2006 00:00,Luisa
1957,1958,1958,09/12/2005 00:00,Parking,Alquiler,Lleida,296.0,1536832.0,22/08/2006 00:00,Joaquín
1958,1959,1959,09/12/2005 00:00,Casa,Venta,Tarragona,203.0,1002211.0,04/10/2006 00:00,María
1959,1960,1960,09/12/2005 00:00,Industrial,Venta,Tarragona,287.0,2446962.0,10/11/2006 00:00,María
1960,1961,1961,09/12/2005 00:00,Suelo,Venta,Barcelona,171.0,807120.0,21/11/2006 00:00,Pedro
1961,1962,1962,11/12/2005 00:00,Suelo,Venta,Barcelona,238.0,2203166.0,01/05/2006 00:00,Carmen
1962,1963,1963,12/12/2005 00:00,Oficina,Alquiler,Tarragona,117.0,536679.0,19/07/2006 00:00,Joaquín
1963,1964,1964,13/12/2005 00:00,Piso,Venta,Girona,116.0,804344.0,29/04/2006 00:00,María
1964,1965,1965,13/12/2005 00:00,Parking,Alquiler,Lleida,57.0,293949.0,06/11/2006 00:00,Pedro
1965,1966,1966,13/12/2005 00:00,Local,Venta,Barcelona,66.0,270996.0,04/07/2006 00:00,Luisa
1966,1967,1967,14/12/2005 00:00,Casa,Venta,Lleida,216.0,2046384.0,03/07/2006 00:00,Pedro
1967,1968,1968,15/12/2005 00:00,Local,Venta,Lleida,218.0,1732446.0,05/10/2006 00:00,Jesús
1968,1969,1969,16/12/2005 00:00,Piso,Venta,Barcelona,259.0,1842785.0,19/07/2006 00:00,María
1969,1970,1970,16/12/2005 00:00,Casa,Venta,Barcelona,106.0,856692.0,12/06/2006 00:00,María
1970,1971,1971,16/12/2005 00:00,Oficina,Alquiler,Girona,135.0,857925.0,25/06/2006 00:00,Joaquín
1971,1972,1972,17/12/2005 00:00,Casa,Alquiler,Tarragona,154.0,814968.0,26/11/2006 00:00,María
1972,1973,1973,17/12/2005 00:00,Parking,Venta,Girona,67.0,490507.0,01/04/2006 00:00,María
1973,1974,1974,17/12/2005 00:00,Parking,Alquiler,Girona,57.0,387828.0,25/03/2006 00:00,Luisa
1974,1975,1975,17/12/2005 00:00,Suelo,Alquiler,Barcelona,147.0,907137.0,19/06/2006 00:00,Jesús
1975,1976,1976,17/12/2005 00:00,Local,Venta,Barcelona,165.0,1393095.0,15/12/2006 00:00,Carmen
1976,1977,1977,18/12/2005 00:00,Local,Alquiler,Tarragona,207.0,1395387.0,18/05/2006 00:00,Luisa
1977,1978,1978,19/12/2005 00:00,Casa,Venta,Tarragona,162.0,696762.0,06/07/2006 00:00,Pedro
1978,1979,1979,20/12/2005 00:00,Industrial,Alquiler,Barcelona,238.0,2136288.0,01/09/2006 00:00,María
1979,1980,1980,20/12/2005 00:00,Local,Venta,Lleida,281.0,2671748.0,18/12/2006 00:00,Carmen
1980,1981,1981,20/12/2005 00:00,Local,Alquiler,Girona,49.0,425565.0,06/05/2006 00:00,Joaquín
1981,1982,1982,21/12/2005 00:00,Piso,Venta,Barcelona,248.0,1036392.0,03/12/2006 00:00,Luisa
1982,1983,1983,21/12/2005 00:00,Suelo,Alquiler,Barcelona,243.0,2390634.0,26/06/2006 00:00,Luisa
1983,1984,1984,21/12/2005 00:00,Oficina,Venta,Tarragona,110.0,701250.0,11/11/2006 00:00,Luisa
1984,1985,1985,21/12/2005 00:00,Piso,Venta,Tarragona,289.0,2789428.0,29/04/2006 00:00,Pedro
1985,1986,1986,21/12/2005 00:00,Oficina,Alquiler,Barcelona,190.0,940500.0,11/12/2006 00:00,Joaquín
1986,1987,1987,21/12/2005 00:00,Parking,Alquiler,Girona,139.0,875978.0,04/05/2006 00:00,Jesús
1987,1988,1988,22/12/2005 00:00,Industrial,Alquiler,Girona,210.0,1770930.0,20/04/2006 00:00,María
1988,1989,1989,22/12/2005 00:00,Casa,Venta,Barcelona,276.0,2548584.0,13/10/2006 00:00,Jesús
1989,1990,1990,22/12/2005 00:00,Suelo,Alquiler,Tarragona,203.0,2021880.0,29/04/2006 00:00,Joaquín
1990,1991,1991,22/12/2005 00:00,Oficina,Venta,Tarragona,274.0,2456958.0,03/10/2006 00:00,Jesús
1991,1992,1992,22/12/2005 00:00,Industrial,Venta,Lleida,116.0,984144.0,04/06/2006 00:00,Luisa
1992,1993,1993,23/12/2005 00:00,Local,Venta,Girona,299.0,2110342.0,13/04/2006 00:00,Jesús
1993,1994,1994,23/12/2005 00:00,Casa,Venta,Girona,86.0,651192.0,23/04/2006 00:00,Luisa
1994,1995,1995,23/12/2005 00:00,Local,Alquiler,Barcelona,267.0,2263626.0,04/07/2006 00:00,Pedro
