0,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1661,1661,17/08/2005 00:00,Oficina,Venta,Barcelona,58,509356,20/05/2006 00:00,Luisa
1662,1662,17/08/2005 00:00,Piso,Venta,Lleida,167,1423007,08/04/2006 00:00,Carmen
1663,1663,18/08/2005 00:00,Parking,Alquiler,Barcelona,224,986048,10/02/2006 00:00,María
1664,1664,19/08/2005 00:00,Oficina,Venta,Girona,272,2233120,13/12/2005 00:00,Luisa
1665,1665,19/08/2005 00:00,Industrial,Alquiler,Lleida,238,2275994,15/06/2006 00:00,Joaquín
1666,1666,19/08/2005 00:00,Oficina,Alquiler,Lleida,69,442635,15/06/2006 00:00,María
1667,1667,22/08/2005 00:00,Local,Venta,Barcelona,209,843106,24/01/2006 00:00,María
1668,1668,22/08/2005 00:00,Oficina,Alquiler,Lleida,103,872204,26/11/2005 00:00,María
1669,1669,23/08/2005 00:00,Oficina,Alquiler,Girona,203,1933372,31/01/2006 00:00,Jesús
1670,1670,23/08/2005 00:00,Local,Venta,Tarragona,263,1499889,08/08/2006 00:00,Pedro
1671,1671,24/08/2005 00:00,Industrial,Venta,Tarragona,236,1707224,05/02/2006 00:00,Pedro
1672,1672,25/08/2005 00:00,Oficina,Venta,Girona,227,1789214,02/12/2005 00:00,Joaquín
1673,1673,26/08/2005 00:00,Industrial,Venta,Lleida,223,1509710,11/01/2006 00:00,Jesús
1674,1674,26/08/2005 00:00,Casa,Venta,Girona,242,2290046,24/01/2006 00:00,María
1675,1675,26/08/2005 00:00,Piso,Alquiler,Tarragona,216,2045304,09/04/2006 00:00,Jesús
1676,1676,27/08/2005 00:00,Oficina,Venta,Tarragona,239,2181353,15/06/2006 00:00,María
1677,1677,27/08/2005 00:00,Industrial,Venta,Lleida,300,2625600,08/01/2006 00:00,María
1678,1678,27/08/2005 00:00,Oficina,Venta,Lleida,48,474864,11/02/2006 00:00,Luisa
1679,1679,27/08/2005 00:00,Oficina,Venta,Barcelona,91,663845,07/04/2006 00:00,María
1680,1680,27/08/2005 00:00,Piso,Alquiler,Lleida,70,615440,01/04/2006 00:00,Jesús
1681,1681,28/08/2005 00:00,Casa,Venta,Girona,284,1459192,02/07/2006 00:00,María
1682,1682,28/08/2005 00:00,Casa,Alquiler,Girona,265,1441070,04/08/2006 00:00,Jesús
1683,1683,28/08/2005 00:00,Suelo,Venta,Tarragona,101,552773,28/11/2005 00:00,Luisa
1684,1684,28/08/2005 00:00,Industrial,Alquiler,Girona,224,1932448,03/02/2006 00:00,Carmen
1685,1685,28/08/2005 00:00,Piso,Alquiler,Barcelona,254,1191260,27/07/2006 00:00,Pedro
1686,1686,28/08/2005 00:00,Piso,Venta,Lleida,97,765815,15/07/2006 00:00,María
1687,1687,29/08/2005 00:00,Parking,Alquiler,Girona,82,700854,22/04/2006 00:00,María
1688,1688,29/08/2005 00:00,Piso,Alquiler,Lleida,252,1923516,23/05/2006 00:00,Pedro
1689,1689,29/08/2005 00:00,Piso,Alquiler,Girona,108,581580,04/08/2006 00:00,Carmen
1690,1690,30/08/2005 00:00,Parking,Venta,Girona,142,681884,12/06/2006 00:00,Carmen
1691,1691,30/08/2005 00:00,Casa,Venta,Tarragona,139,785628,10/01/2006 00:00,Jesús
1692,1692,30/08/2005 00:00,Local,Venta,Lleida,78,391950,14/03/2006 00:00,Jesús
1693,1693,30/08/2005 00:00,Suelo,Venta,Lleida,233,2171327,09/01/2006 00:00,Jesús
1694,1694,31/08/2005 00:00,Local,Venta,Girona,275,1826825,14/05/2006 00:00,Jesús
1695,1695,31/08/2005 00:00,Casa,Alquiler,Girona,248,1234048,28/02/2006 00:00,Jesús
1696,1696,31/08/2005 00:00,Industrial,Venta,Barcelona,158,1473982,29/08/2006 00:00,Carmen
1697,1697,01/09/2005 00:00,Industrial,Venta,Girona,116,1143412,03/07/2006 00:00,María
1698,1698,02/09/2005 00:00,Industrial,Alquiler,Barcelona,213,1333593,06/04/2006 00:00,Jesús
1699,1699,03/09/2005 00:00,Industrial,Alquiler,Barcelona,202,1558430,26/01/2006 00:00,Jesús
1700,1700,03/09/2005 00:00,Parking,Venta,Barcelona,163,1150128,18/03/2006 00:00,Joaquín
1701,1701,03/09/2005 00:00,Piso,Venta,Barcelona,245,1517285,07/05/2006 00:00,Luisa
1702,1702,04/09/2005 00:00,Industrial,Alquiler,Lleida,198,840312,27/05/2006 00:00,Pedro
1703,1703,06/09/2005 00:00,Industrial,Venta,Lleida,288,2171520,28/08/2006 00:00,Carmen
1704,1704,06/09/2005 00:00,Industrial,Venta,Barcelona,161,827057,05/05/2006 00:00,María
1705,1705,06/09/2005 00:00,Local,Alquiler,Tarragona,170,1429020,14/12/2005 00:00,Pedro
1706,1706,06/09/2005 00:00,Industrial,Alquiler,Tarragona,261,2026404,05/02/2006 00:00,Carmen
1707,1707,07/09/2005 00:00,Piso,Alquiler,Tarragona,99,938916,04/09/2006 00:00,Pedro
1708,1708,07/09/2005 00:00,Casa,Alquiler,Tarragona,205,1762180,14/05/2006 00:00,Jesús
1709,1709,07/09/2005 00:00,Parking,Alquiler,Barcelona,173,842683,30/01/2006 00:00,Joaquín
1710,1710,07/09/2005 00:00,Local,Venta,Barcelona,272,2074000,14/08/2006 00:00,Joaquín
1711,1711,08/09/2005 00:00,Local,Venta,Barcelona,299,1424436,17/01/2006 00:00,Carmen
1712,1712,08/09/2005 00:00,Parking,Alquiler,Lleida,115,907580,11/07/2006 00:00,Carmen
1713,1713,09/09/2005 00:00,Piso,Venta,Girona,201,1333434,17/02/2006 00:00,María
1714,1714,09/09/2005 00:00,Suelo,Venta,Barcelona,129,617652,03/09/2006 00:00,Joaquín
1715,1715,09/09/2005 00:00,Industrial,Alquiler,Tarragona,100,526800,29/04/2006 00:00,Joaquín
1716,1716,09/09/2005 00:00,Oficina,Venta,Tarragona,187,1031305,17/02/2006 00:00,Joaquín
1717,1717,09/09/2005 00:00,Parking,Alquiler,Tarragona,153,824517,31/05/2006 00:00,María
1718,1718,09/09/2005 00:00,Local,Venta,Barcelona,218,1911424,22/07/2006 00:00,Carmen
1719,1719,10/09/2005 00:00,Industrial,Venta,Lleida,121,747659,08/03/2006 00:00,Pedro
1720,1720,10/09/2005 00:00,Local,Venta,Barcelona,254,1668526,29/12/2005 00:00,Carmen
1721,1721,10/09/2005 00:00,Oficina,Alquiler,Lleida,173,994750,02/09/2006 00:00,Joaquín
1722,1722,10/09/2005 00:00,Piso,Alquiler,Tarragona,250,2478000,27/04/2006 00:00,Carmen
1723,1723,10/09/2005 00:00,Oficina,Alquiler,Lleida,142,1201462,06/08/2006 00:00,Jesús
1724,1724,10/09/2005 00:00,Parking,Venta,Tarragona,270,1798470,02/03/2006 00:00,Joaquín
1725,1725,11/09/2005 00:00,Local,Alquiler,Barcelona,145,943805,17/05/2006 00:00,Luisa
1726,1726,11/09/2005 00:00,Oficina,Alquiler,Lleida,194,1931658,14/12/2005 00:00,Jesús
1727,1727,11/09/2005 00:00,Industrial,Venta,Tarragona,271,2028164,07/01/2006 00:00,María
1728,1728,11/09/2005 00:00,Piso,Alquiler,Tarragona,240,1602720,03/06/2006 00:00,Joaquín
1729,1729,11/09/2005 00:00,Suelo,Venta,Tarragona,185,1230990,19/05/2006 00:00,Jesús
1730,1730,12/09/2005 00:00,Oficina,Venta,Tarragona,194,1490114,18/12/2005 00:00,Luisa
1731,1731,12/09/2005 00:00,Parking,Venta,Tarragona,223,2143922,20/04/2006 00:00,Jesús
1732,1732,12/09/2005 00:00,Oficina,Venta,Barcelona,66,415866,19/07/2006 00:00,María
1733,1733,13/09/2005 00:00,Industrial,Venta,Barcelona,140,864080,08/02/2006 00:00,Carmen
1734,1734,13/09/2005 00:00,Oficina,Alquiler,Barcelona,223,974956,23/07/2006 00:00,Luisa
1735,1735,14/09/2005 00:00,Parking,Alquiler,Girona,258,1430352,14/01/2006 00:00,María
1736,1736,14/09/2005 00:00,Industrial,Alquiler,Tarragona,176,1043856,25/05/2006 00:00,Jesús
1737,1737,14/09/2005 00:00,Piso,Venta,Barcelona,94,707914,07/05/2006 00:00,Jesús
1738,1738,14/09/2005 00:00,Casa,Alquiler,Tarragona,153,948600,30/03/2006 00:00,Jesús
1739,1739,16/09/2005 00:00,Local,Alquiler,Girona,91,838292,16/04/2006 00:00,Pedro
1740,1740,16/09/2005 00:00,Local,Venta,Tarragona,145,598705,17/12/2005 00:00,María
1741,1741,16/09/2005 00:00,Oficina,Venta,Tarragona,79,441373,02/02/2006 00:00,Carmen
1742,1742,17/09/2005 00:00,Parking,Venta,Girona,70,428190,20/02/2006 00:00,Jesús
1743,1743,17/09/2005 00:00,Casa,Venta,Girona,292,2630336,08/01/2006 00:00,Joaquín
1744,1744,17/09/2005 00:00,Piso,Venta,Tarragona,51,425646,18/12/2005 00:00,Luisa
1745,1745,17/09/2005 00:00,Casa,Venta,Tarragona,132,641520,04/04/2006 00:00,Joaquín
1746,1746,19/09/2005 00:00,Parking,Alquiler,Barcelona,193,1540140,08/08/2006 00:00,Jesús
1747,1747,20/09/2005 00:00,Piso,Alquiler,Girona,240,2183760,27/01/2006 00:00,Jesús
1748,1748,21/09/2005 00:00,Piso,Alquiler,Barcelona,111,656676,05/02/2006 00:00,Joaquín
1749,1749,21/09/2005 00:00,Piso,Alquiler,Tarragona,123,873546,02/02/2006 00:00,Joaquín
1750,1750,21/09/2005 00:00,Local,Venta,Girona,117,474084,21/07/2006 00:00,Luisa
1751,1751,21/09/2005 00:00,Parking,Alquiler,Girona,258,1758786,24/02/2006 00:00,Jesús
1752,1752,21/09/2005 00:00,Piso,Venta,Tarragona,116,803300,13/09/2006 00:00,María
1753,1753,21/09/2005 00:00,Casa,Alquiler,Tarragona,185,1129980,10/04/2006 00:00,Pedro
1754,1754,21/09/2005 00:00,Piso,Venta,Lleida,55,433235,23/03/2006 00:00,Carmen
1755,1755,22/09/2005 00:00,Casa,Venta,Barcelona,182,1305304,06/06/2006 00:00,Luisa
1756,1756,24/09/2005 00:00,Oficina,Alquiler,Lleida,85,613275,12/02/2006 00:00,Pedro
1757,1757,24/09/2005 00:00,Suelo,Alquiler,Tarragona,204,878424,23/07/2006 00:00,Carmen
1758,1758,24/09/2005 00:00,Parking,Alquiler,Lleida,47,403401,24/01/2006 00:00,María
1759,1759,25/09/2005 00:00,Casa,Venta,Tarragona,232,2133472,18/05/2006 00:00,Carmen
1760,1760,25/09/2005 00:00,Local,Alquiler,Barcelona,98,683844,21/01/2006 00:00,Joaquín
1761,1761,26/09/2005 00:00,Piso,Venta,Lleida,214,1689316,17/01/2006 00:00,Carmen
1762,1762,26/09/2005 00:00,Casa,Venta,Girona,191,1514057,20/09/2006 00:00,Luisa
1763,1763,27/09/2005 00:00,Local,Alquiler,Girona,78,678132,23/04/2006 00:00,María
1764,1764,27/09/2005 00:00,Piso,Alquiler,Barcelona,187,911064,24/02/2006 00:00,María
1765,1765,29/09/2005 00:00,Industrial,Alquiler,Barcelona,121,490897,27/09/2006 00:00,María
1766,1766,29/09/2005 00:00,Oficina,Venta,Barcelona,231,2299374,15/05/2006 00:00,Jesús
1767,1767,29/09/2005 00:00,Parking,Venta,Lleida,82,764240,15/01/2006 00:00,Pedro
1768,1768,30/09/2005 00:00,Suelo,Alquiler,Barcelona,79,409378,15/08/2006 00:00,Luisa
1769,1769,01/10/2005 00:00,Oficina,Venta,Tarragona,134,549668,10/08/2006 00:00,Pedro
1770,1770,01/10/2005 00:00,Piso,Venta,Barcelona,164,878712,21/01/2006 00:00,María
1771,1771,01/10/2005 00:00,Local,Alquiler,Tarragona,285,1779825,28/02/2006 00:00,María
1772,1772,01/10/2005 00:00,Industrial,Alquiler,Lleida,148,644688,22/05/2006 00:00,Jesús
1773,1773,01/10/2005 00:00,Casa,Venta,Barcelona,132,850476,20/05/2006 00:00,Jesús
1774,1774,01/10/2005 00:00,Casa,Venta,Lleida,193,1033515,30/12/2005 00:00,Pedro
1775,1775,01/10/2005 00:00,Local,Venta,Girona,53,446313,16/08/2006 00:00,Pedro
1776,1776,01/10/2005 00:00,Parking,Venta,Tarragona,229,2215117,01/08/2006 00:00,Jesús
1777,1777,02/10/2005 00:00,Local,Venta,Girona,279,1512738,08/07/2006 00:00,Luisa
1778,1778,02/10/2005 00:00,Local,Alquiler,Barcelona,204,1929228,14/05/2006 00:00,Pedro
1779,1779,02/10/2005 00:00,Suelo,Alquiler,Barcelona,68,613496,18/01/2006 00:00,Jesús
1780,1780,02/10/2005 00:00,Casa,Venta,Barcelona,180,979560,09/06/2006 00:00,María
1781,1781,02/10/2005 00:00,Casa,Venta,Barcelona,55,264385,27/07/2006 00:00,Joaquín
1782,1782,02/10/2005 00:00,Casa,Alquiler,Barcelona,258,1146552,26/07/2006 00:00,Luisa
1783,1783,03/10/2005 00:00,Piso,Venta,Lleida,300,1506300,24/04/2006 00:00,Pedro
1784,1784,03/10/2005 00:00,Parking,Alquiler,Girona,85,809115,25/05/2006 00:00,María
1785,1785,03/10/2005 00:00,Oficina,Venta,Tarragona,61,257725,27/02/2006 00:00,Jesús
1786,1786,03/10/2005 00:00,Casa,Venta,Lleida,82,359406,28/09/2006 00:00,Pedro
1787,1787,03/10/2005 00:00,Parking,Venta,Tarragona,299,2669472,10/06/2006 00:00,Joaquín
1788,1788,03/10/2005 00:00,Parking,Venta,Girona,85,658835,14/07/2006 00:00,Luisa
1789,1789,04/10/2005 00:00,Oficina,Alquiler,Girona,85,749275,05/01/2006 00:00,María
1790,1790,04/10/2005 00:00,Local,Venta,Girona,238,2184364,11/08/2006 00:00,Luisa
1791,1791,04/10/2005 00:00,Oficina,Alquiler,Girona,228,1747392,24/05/2006 00:00,Carmen
1792,1792,05/10/2005 00:00,Local,Venta,Barcelona,106,804540,02/10/2006 00:00,Pedro
1793,1793,05/10/2005 00:00,Casa,Alquiler,Barcelona,274,1753052,28/02/2006 00:00,Joaquín
1794,1794,05/10/2005 00:00,Local,Alquiler,Girona,118,970314,15/02/2006 00:00,Luisa
1795,1795,05/10/2005 00:00,Oficina,Venta,Barcelona,224,1420160,03/05/2006 00:00,Jesús
1796,1796,06/10/2005 00:00,Casa,Alquiler,Girona,208,1811680,31/05/2006 00:00,Jesús
1797,1797,06/10/2005 00:00,Suelo,Alquiler,Lleida,132,882420,06/10/2006 00:00,Carmen
1798,1798,06/10/2005 00:00,Local,Alquiler,Barcelona,211,1522998,02/06/2006 00:00,Luisa
1799,1799,06/10/2005 00:00,Oficina,Alquiler,Lleida,289,2249576,18/06/2006 00:00,Carmen
1800,1800,06/10/2005 00:00,Industrial,Venta,Lleida,160,1319520,02/08/2006 00:00,Jesús
1801,1801,06/10/2005 00:00,Piso,Venta,Tarragona,127,1204722,29/07/2006 00:00,Joaquín
1802,1802,07/10/2005 00:00,Oficina,Venta,Barcelona,158,909606,19/06/2006 00:00,Carmen
1803,1803,07/10/2005 00:00,Casa,Venta,Lleida,253,2378453,10/09/2006 00:00,Luisa
1804,1804,07/10/2005 00:00,Suelo,Venta,Barcelona,116,857936,23/01/2006 00:00,Luisa
1805,1805,07/10/2005 00:00,Suelo,Venta,Barcelona,242,1963104,19/07/2006 00:00,Pedro
1806,1806,08/10/2005 00:00,Industrial,Venta,Tarragona,264,1133352,02/02/2006 00:00,Pedro
1807,1807,09/10/2005 00:00,Local,Alquiler,Girona,211,1244056,01/09/2006 00:00,María
1808,1808,09/10/2005 00:00,Local,Venta,Lleida,129,735945,08/06/2006 00:00,Joaquín
1809,1809,11/10/2005 00:00,Local,Alquiler,Girona,151,1382707,07/05/2006 00:00,María
1810,1810,11/10/2005 00:00,Industrial,Venta,Barcelona,64,480384,15/05/2006 00:00,Carmen
1811,1811,12/10/2005 00:00,Oficina,Venta,Lleida,215,1473180,12/05/2006 00:00,Pedro
1812,1812,12/10/2005 00:00,Oficina,Venta,Barcelona,124,945624,22/05/2006 00:00,Joaquín
1813,1813,12/10/2005 00:00,Local,Alquiler,Girona,246,2010312,21/02/2006 00:00,María
1814,1814,12/10/2005 00:00,Local,Alquiler,Barcelona,56,346192,18/04/2006 00:00,María
1815,1815,12/10/2005 00:00,Local,Alquiler,Girona,72,686232,12/09/2006 00:00,Luisa
1816,1816,12/10/2005 00:00,Industrial,Venta,Tarragona,120,1050000,05/02/2006 00:00,Pedro
1817,1817,13/10/2005 00:00,Industrial,Venta,Girona,76,368676,29/09/2006 00:00,Luisa
1818,1818,13/10/2005 00:00,Local,Venta,Lleida,255,2063460,25/05/2006 00:00,Luisa
1819,1819,13/10/2005 00:00,Casa,Venta,Lleida,245,1605730,20/06/2006 00:00,Pedro
1820,1820,14/10/2005 00:00,Industrial,Venta,Lleida,122,497272,16/08/2006 00:00,Luisa
1821,1821,14/10/2005 00:00,Casa,Alquiler,Girona,207,1556226,21/06/2006 00:00,Carmen
1822,1822,15/10/2005 00:00,Casa,Venta,Girona,84,437640,09/02/2006 00:00,María
1823,1823,15/10/2005 00:00,Parking,Alquiler,Barcelona,271,2334123,02/08/2006 00:00,Joaquín
1824,1824,15/10/2005 00:00,Local,Alquiler,Lleida,257,2136184,18/04/2006 00:00,Jesús
1825,1825,15/10/2005 00:00,Piso,Venta,Girona,262,2390750,11/03/2006 00:00,Pedro
1826,1826,16/10/2005 00:00,Suelo,Venta,Barcelona,228,994536,27/03/2006 00:00,Joaquín
1827,1827,16/10/2005 00:00,Oficina,Venta,Girona,145,1169860,06/05/2006 00:00,Joaquín
1828,1828,16/10/2005 00:00,Local,Venta,Barcelona,214,1687604,22/01/2006 00:00,Luisa
1829,1829,17/10/2005 00:00,Industrial,Alquiler,Lleida,159,724563,27/08/2006 00:00,Jesús
1830,1830,17/10/2005 00:00,Oficina,Venta,Lleida,202,1867692,06/03/2006 00:00,Jesús
1831,1831,17/10/2005 00:00,Oficina,Venta,Tarragona,156,991224,30/05/2006 00:00,Carmen
1832,1832,18/10/2005 00:00,Piso,Alquiler,Lleida,211,1284568,26/08/2006 00:00,Carmen
1833,1833,18/10/2005 00:00,Piso,Alquiler,Lleida,71,388583,18/01/2006 00:00,Jesús
1834,1834,18/10/2005 00:00,Casa,Alquiler,Girona,157,1182053,09/04/2006 00:00,Joaquín
1835,1835,19/10/2005 00:00,Oficina,Venta,Tarragona,70,511840,20/03/2006 00:00,María
1836,1836,20/10/2005 00:00,Parking,Alquiler,Barcelona,133,745864,01/06/2006 00:00,María
1837,1837,20/10/2005 00:00,Parking,Alquiler,Lleida,46,237176,08/08/2006 00:00,María
1838,1838,20/10/2005 00:00,Suelo,Alquiler,Tarragona,214,1642664,29/08/2006 00:00,Luisa
1839,1839,21/10/2005 00:00,Casa,Alquiler,Girona,258,2475510,28/06/2006 00:00,Jesús
1840,1840,22/10/2005 00:00,Suelo,Alquiler,Barcelona,276,1544496,12/05/2006 00:00,Carmen
1841,1841,22/10/2005 00:00,Local,Alquiler,Tarragona,49,452417,19/06/2006 00:00,Luisa
1842,1842,22/10/2005 00:00,Industrial,Venta,Lleida,254,2299208,05/09/2006 00:00,Pedro
1843,1843,22/10/2005 00:00,Industrial,Alquiler,Tarragona,98,955500,10/07/2006 00:00,Luisa
1844,1844,23/10/2005 00:00,Parking,Alquiler,Tarragona,107,658157,16/03/2006 00:00,Pedro
1845,1845,25/10/2005 00:00,Suelo,Alquiler,Tarragona,158,938836,05/09/2006 00:00,Jesús
1846,1846,26/10/2005 00:00,Local,Alquiler,Lleida,205,1597360,15/10/2006 00:00,Carmen
1847,1847,27/10/2005 00:00,Oficina,Alquiler,Tarragona,182,1499134,07/09/2006 00:00,Joaquín
1848,1848,27/10/2005 00:00,Oficina,Venta,Girona,266,1327606,02/05/2006 00:00,María
1849,1849,28/10/2005 00:00,Casa,Venta,Girona,160,781120,10/04/2006 00:00,Pedro
1850,1850,28/10/2005 00:00,Parking,Alquiler,Barcelona,218,991900,28/05/2006 00:00,Jesús
1851,1851,28/10/2005 00:00,Parking,Venta,Tarragona,162,957582,24/03/2006 00:00,Joaquín
1852,1852,28/10/2005 00:00,Piso,Alquiler,Girona,164,1421060,28/10/2006 00:00,Luisa
1853,1853,28/10/2005 00:00,Industrial,Alquiler,Barcelona,224,1422624,12/03/2006 00:00,Luisa
1854,1854,28/10/2005 00:00,Suelo,Venta,Barcelona,249,1878954,28/10/2006 00:00,Luisa
1855,1855,29/10/2005 00:00,Casa,Venta,Girona,160,1263040,08/02/2006 00:00,Jesús
1856,1856,29/10/2005 00:00,Casa,Venta,Girona,284,2467960,25/04/2006 00:00,Pedro
1857,1857,30/10/2005 00:00,Local,Venta,Lleida,254,2394204,19/08/2006 00:00,María
1858,1858,30/10/2005 00:00,Parking,Alquiler,Lleida,103,536733,28/10/2006 00:00,María
1859,1859,31/10/2005 00:00,Casa,Alquiler,Girona,216,1883088,18/10/2006 00:00,Pedro
1860,1860,01/11/2005 00:00,Oficina,Alquiler,Girona,213,2083779,23/04/2006 00:00,María
1861,1861,02/11/2005 00:00,Suelo,Venta,Lleida,228,1944840,10/10/2006 00:00,María
1862,1862,02/11/2005 00:00,Parking,Venta,Barcelona,249,2221329,12/05/2006 00:00,Pedro
1863,1863,02/11/2005 00:00,Suelo,Venta,Tarragona,82,417872,23/03/2006 00:00,Luisa
1864,1864,02/11/2005 00:00,Oficina,Alquiler,Girona,67,304113,29/06/2006 00:00,Joaquín
1865,1865,03/11/2005 00:00,Casa,Venta,Lleida,71,299407,05/04/2006 00:00,María
1866,1866,03/11/2005 00:00,Suelo,Venta,Lleida,70,540890,12/06/2006 00:00,Jesús
1867,1867,03/11/2005 00:00,Parking,Venta,Tarragona,111,514596,27/05/2006 00:00,Luisa
1868,1868,04/11/2005 00:00,Suelo,Venta,Girona,69,667299,25/10/2006 00:00,Luisa
1869,1869,04/11/2005 00:00,Piso,Venta,Girona,259,1074332,09/02/2006 00:00,Joaquín
1870,1870,04/11/2005 00:00,Suelo,Venta,Girona,191,1895293,21/07/2006 00:00,María
1871,1871,05/11/2005 00:00,Oficina,Venta,Girona,119,523481,29/10/2006 00:00,Luisa
1872,1872,05/11/2005 00:00,Industrial,Alquiler,Girona,233,1644747,05/05/2006 00:00,Carmen
1873,1873,05/11/2005 00:00,Parking,Alquiler,Tarragona,122,1162172,26/02/2006 00:00,Luisa
1874,1874,07/11/2005 00:00,Piso,Venta,Lleida,128,706560,16/04/2006 00:00,Carmen
1875,1875,07/11/2005 00:00,Oficina,Venta,Lleida,93,589155,22/04/2006 00:00,Carmen
1876,1876,08/11/2005 00:00,Local,Alquiler,Lleida,191,1370998,07/09/2006 00:00,Joaquín
1877,1877,08/11/2005 00:00,Oficina,Venta,Tarragona,171,1093887,09/04/2006 00:00,Pedro
1878,1878,08/11/2005 00:00,Local,Venta,Girona,170,974610,18/08/2006 00:00,María
1879,1879,08/11/2005 00:00,Piso,Venta,Tarragona,59,265913,13/05/2006 00:00,Luisa
1880,1880,08/11/2005 00:00,Oficina,Alquiler,Girona,153,912798,31/05/2006 00:00,Jesús
1881,1881,09/11/2005 00:00,Piso,Alquiler,Tarragona,157,1174203,09/04/2006 00:00,Pedro
1882,1882,09/11/2005 00:00,Suelo,Alquiler,Lleida,186,1713990,28/08/2006 00:00,María
1883,1883,09/11/2005 00:00,Parking,Alquiler,Girona,156,1508988,18/09/2006 00:00,Jesús
1884,1884,10/11/2005 00:00,Local,Alquiler,Barcelona,246,2216214,17/04/2006 00:00,María
1885,1885,12/11/2005 00:00,Suelo,Venta,Tarragona,225,1300500,24/07/2006 00:00,Carmen
1886,1886,12/11/2005 00:00,Oficina,Alquiler,Girona,273,2333058,05/03/2006 00:00,Joaquín
1887,1887,13/11/2005 00:00,Parking,Venta,Barcelona,156,692484,19/02/2006 00:00,Pedro
1888,1888,13/11/2005 00:00,Suelo,Venta,Tarragona,68,392972,27/07/2006 00:00,Pedro
1889,1889,13/11/2005 00:00,Piso,Alquiler,Lleida,74,341584,16/04/2006 00:00,Luisa
1890,1890,13/11/2005 00:00,Oficina,Venta,Tarragona,251,2070750,03/09/2006 00:00,Carmen
1891,1891,13/11/2005 00:00,Local,Alquiler,Barcelona,89,499735,19/08/2006 00:00,María
1892,1892,13/11/2005 00:00,Industrial,Venta,Tarragona,154,1380764,04/05/2006 00:00,Carmen
1893,1893,13/11/2005 00:00,Oficina,Alquiler,Barcelona,70,526680,17/02/2006 00:00,Joaquín
1894,1894,14/11/2005 00:00,Parking,Venta,Girona,46,426880,16/05/2006 00:00,Luisa
1895,1895,14/11/2005 00:00,Suelo,Venta,Lleida,280,1720320,05/04/2006 00:00,María
1896,1896,14/11/2005 00:00,Oficina,Venta,Lleida,191,804683,14/02/2006 00:00,María
1897,1897,15/11/2005 00:00,Oficina,Alquiler,Barcelona,62,421290,21/05/2006 00:00,Joaquín
1898,1898,16/11/2005 00:00,Suelo,Alquiler,Lleida,163,1179957,06/06/2006 00:00,María
1899,1899,16/11/2005 00:00,Industrial,Alquiler,Barcelona,114,878940,18/10/2006 00:00,Luisa
1900,1900,16/11/2005 00:00,Local,Venta,Tarragona,277,1116587,01/10/2006 00:00,Carmen
1901,1901,17/11/2005 00:00,Piso,Alquiler,Tarragona,161,917378,04/05/2006 00:00,Carmen
1902,1902,17/11/2005 00:00,Casa,Alquiler,Lleida,65,431275,16/08/2006 00:00,Luisa
1903,1903,19/11/2005 00:00,Parking,Venta,Barcelona,145,1213505,05/11/2006 00:00,Pedro
1904,1904,19/11/2005 00:00,Oficina,Venta,Tarragona,220,1601600,05/05/2006 00:00,Luisa
1905,1905,19/11/2005 00:00,Local,Alquiler,Lleida,87,756900,26/05/2006 00:00,Carmen
1906,1906,20/11/2005 00:00,Local,Alquiler,Tarragona,90,416430,01/11/2006 00:00,Jesús
1907,1907,20/11/2005 00:00,Suelo,Venta,Tarragona,106,501380,16/10/2006 00:00,Jesús
1908,1908,21/11/2005 00:00,Parking,Venta,Lleida,51,472668,04/04/2006 00:00,María
1909,1909,21/11/2005 00:00,Parking,Alquiler,Tarragona,119,508606,17/08/2006 00:00,Carmen
1910,1910,21/11/2005 00:00,Suelo,Alquiler,Tarragona,185,1179190,14/03/2006 00:00,Luisa
1911,1911,21/11/2005 00:00,Casa,Alquiler,Barcelona,113,1059827,21/10/2006 00:00,Joaquín
1912,1912,22/11/2005 00:00,Industrial,Venta,Girona,95,783370,04/09/2006 00:00,Jesús
1913,1913,22/11/2005 00:00,Industrial,Alquiler,Tarragona,287,1926344,18/06/2006 00:00,María
1914,1914,22/11/2005 00:00,Local,Alquiler,Lleida,161,914641,11/04/2006 00:00,Joaquín
1915,1915,22/11/2005 00:00,Industrial,Alquiler,Lleida,177,1736901,24/10/2006 00:00,María
1916,1916,22/11/2005 00:00,Oficina,Venta,Lleida,263,2323868,25/05/2006 00:00,Pedro
1917,1917,23/11/2005 00:00,Local,Venta,Tarragona,58,426010,09/03/2006 00:00,Joaquín
1918,1918,23/11/2005 00:00,Parking,Venta,Girona,45,301815,19/10/2006 00:00,Joaquín
1919,1919,23/11/2005 00:00,Oficina,Alquiler,Tarragona,44,363968,02/09/2006 00:00,Carmen
1920,1920,23/11/2005 00:00,Suelo,Venta,Girona,243,2347137,19/07/2006 00:00,María
1921,1921,24/11/2005 00:00,Oficina,Venta,Girona,87,655893,09/03/2006 00:00,Jesús
1922,1922,24/11/2005 00:00,Casa,Venta,Tarragona,223,1360523,02/03/2006 00:00,Jesús
1923,1923,24/11/2005 00:00,Suelo,Alquiler,Tarragona,287,1276289,19/04/2006 00:00,María
1924,1924,25/11/2005 00:00,Parking,Alquiler,Tarragona,295,2613405,23/11/2006 00:00,Carmen
1925,1925,25/11/2005 00:00,Industrial,Alquiler,Barcelona,276,1817736,14/09/2006 00:00,Joaquín
